id,område,route,kontekst,type,nuværende_tekst,status,problemkategori,bemærkning,forslag,prioritet,fil,linje,dynamisk
GED-0175,Guides (redaktionelt),/guides/aubergine,Frontmatter: quickFacts.growthType,dyrkningsfakta,"opret, busket natskyggeplante",ikke_vurderet,OK,,,,content/guides/aubergine.md,18,nej
GED-0176,Guides (redaktionelt),/guides/aubergine,Frontmatter: quickFacts.primaryUse,dyrkningsfakta,Modne frugter,ikke_vurderet,OK,,,,content/guides/aubergine.md,19,nej
GED-0177,Guides (redaktionelt),/guides/aubergine,Sektion: En drivhusplante i dansk klima,guide,"Aubergine behøver meget varme for at sætte og modne frugter. I et nordligt klima er drivhus derfor den mest pålidelige dyrkningsform, mens friland kræver en meget varm og beskyttet placering.

Den er nært beslægtet med tomat og peberfrugt, men er generelt mindre tilgivende over for kølige somre.",ikke_vurderet,OK,,,,content/guides/aubergine.md,24,nej
GED-0178,Guides (redaktionelt),/guides/aubergine,Sektion: Så tidligt og dyrk varmt,guide,"Aubergine skal forkultiveres indendørs. Efter spiring skal småplanterne stå meget lyst og varmt, så de ikke går i stå.

Når de første rigtige blade er udviklet, kan planterne pottes individuelt op og få gradvist mere rodplads.",ikke_vurderet,OK,,,,content/guides/aubergine.md,30,nej
GED-0179,Guides (redaktionelt),/guides/aubergine,Sektion: Plant ud efter dyrkningsstedet,guide,"I et opvarmet drivhus kan planterne flyttes tidligere, mens et uopvarmet drivhus kræver mere tålmodighed. På friland skal risikoen for frost være væk, og stedet skal være varmt, solrigt og læfyldt.

Hærd planter gradvist, før de flyttes til et køligere miljø.",ikke_vurderet,OK,,,,content/guides/aubergine.md,36,nej
GED-0180,Guides (redaktionelt),/guides/aubergine,Sektion: Giv støtte før frugterne bliver tunge,guide,"Aubergine er busket, men frugterne kan blive tunge i forhold til grenene. Sæt en stok eller anden enkel støtte ved plantning, så du senere kan binde planten løst op.

Støt eventuelt enkelte tunge frugter, hvis grenene begynder at hænge.",ikke_vurderet,OK,,,,content/guides/aubergine.md,42,nej
GED-0181,Guides (redaktionelt),/guides/aubergine,Sektion: Knibning kan gøre planten mere busket,guide,"Når planten har nået en passende størrelse, kan topskuddet knibes for at fremme sideskud. Det kan give en mere kompakt plante med flere blomstrende grene.

Undgå dog at beskære hårdt uden grund. Målet er en åben, stærk plante, ikke at fjerne den bladmasse, der skal modne frugterne.",ikke_vurderet,OK,,,,content/guides/aubergine.md,48,nej
GED-0182,Guides (redaktionelt),/guides/aubergine,Sektion: Vand jævnt og giv næring under frugtsætning,guide,"Hold jorden stabilt fugtig. Planter i krukker og plantesække tørrer hurtigt ud i varme drivhuse og skal kontrolleres ofte.

Når blomstring og frugtsætning er i gang, har planten et højt næringsbehov. Følg den gødningsstrategi, du bruger til andre frugtbærende drivhusplanter.",ikke_vurderet,OK,,,,content/guides/aubergine.md,54,nej
GED-0183,Guides (redaktionelt),/guides/aubergine,Sektion: Høst mens skallen er blank,guide,"Høst frugterne, når de har nået sortens typiske størrelse og farve, og skallen stadig er blank og spændstig.

Overmodne frugter bliver grovere og udvikler mere modne frø. Klip frugten af med stilk i stedet for at rive den løs.",ikke_vurderet,OK,,,,content/guides/aubergine.md,60,nej
GED-0184,Guides (redaktionelt),/guides/aubergine,Sektion: Typiske problemer,guide,"Kulde er ofte den største begrænsning. I drivhus kan bladlus, spindemider og hvidflue forekomme, især hvis planterne står varmt og tørt.

God ventilation, stabil vandforsyning og tidlig observation er vigtigere end at reagere sent på et stort angreb.",ikke_vurderet,OK,,,,content/guides/aubergine.md,66,nej
GED-0185,Guides (redaktionelt),/guides/azalea,(patch uden sektion-match) Frontmatter: tags,guide,forarsblomstring,auto-flagget,INKONSISTENT_TERMINOLOGI,"Translitterationen af 'forårsblomstring' mangler et a ('foraarsblomstring'); jf. 'efteraarsblomstring' i asters.md. Samme fejl i hjerteblomst.md.",'foraarsblomstring',P2,content/guides/azalea.md,0,nej
GED-0186,Guides (redaktionelt),/guides/azalea,Frontmatter: summary (guidekort/hero),guide,"Brugerrettet guide til løvfældende og kompakte rhododendrontyper, dyrket for stærk blomstring og efterårsfarve i surbund.",ikke_vurderet,OK,,,,content/guides/azalea.md,7,nej
GED-0187,Guides (redaktionelt),/guides/azalea,Sektion: Azalea er botanisk rhododendron,guide,"Azalea er et brugerrettet navn for bestemte rhododendrontyper, især løvfældende og småbladede former. Guiden bevares separat, fordi brugerne søger efter azalea som en selvstændig plante.",auto-flagget,UKLAR_UX_COPY,"[UKLAR_UX_COPY] Intern begrundelse for informationsarkitektur i brugervendt guide; omtaler 'brugerne' i tredje person. — citat: ""Guiden bevares separat, fordi brugerne søger efter azalea som en selvstændig plante.""","Fx: 'I havesprog bruges azalea stadig som selvstændigt navn, og derfor har den sin egen guide.' — eller slet sætningen.",P1,content/guides/azalea.md,14,nej
GED-0188,Guides (redaktionelt),/guides/azalea,"Sektion: Sur, humusrig jord",guide,Azalea kræver surbund med godt dræn og jævn fugtighed.,ikke_vurderet,OK,,,,content/guides/azalea.md,18,nej
GED-0189,Guides (redaktionelt),/guides/azalea,Sektion: Lys halvskygge giver god blomstring,guide,"Plant lyst, men beskyttet mod hård middagssol og udtørrende vind.",ikke_vurderet,OK,,,,content/guides/azalea.md,22,nej
GED-0190,Guides (redaktionelt),/guides/azalea,Sektion: Plant ikke for dybt,guide,Rødderne ligger overfladisk. Kronen må ikke dækkes af tung jord.,ikke_vurderet,OK,,,,content/guides/azalea.md,26,nej
GED-0191,Guides (redaktionelt),/guides/azalea,Sektion: Vand under knopdannelse og tørke,guide,Udtørring kan reducere næste sæsons blomstring.,ikke_vurderet,OK,,,,content/guides/azalea.md,30,nej
GED-0192,Guides (redaktionelt),/guides/azalea,Sektion: Beskær efter blomstring,guide,"Let formning foretages efter blomstring, så nye knopper kan dannes.",ikke_vurderet,OK,,,,content/guides/azalea.md,34,nej
GED-0193,Guides (redaktionelt),/guides/azalea,Sektion: Efterårsfarven er en ekstra kvalitet,guide,"Løvfældende azalea kan få stærke gule, orange og røde efterårsfarver.",ikke_vurderet,OK,,,,content/guides/azalea.md,38,nej
GED-0194,Guides (redaktionelt),/guides/azalea,Sektion: Sortsguiden skal være botanisk tydelig,guide,"Angiv gruppe, løvfældende eller stedsegrøn type, slutstørrelse, duft, blomsterfarve og hårdførhed.",ikke_vurderet,OK,,,,content/guides/azalea.md,42,nej
GED-0195,Guides (redaktionelt),/guides/basilikum,Frontmatter: summary (guidekort/hero),guide,"Varmekrævende, etårig krydderurt med aromatiske blade, som trives bedst i sol, læ og stabil varme.",ikke_vurderet,OK,,,,content/guides/basilikum.md,7,nej
GED-0196,Guides (redaktionelt),/guides/basilikum,Sektion: Basilikum vil have rigtig sommer,guide,"Basilikum er en sart krydderurt, der reagerer hurtigt på kulde, træk og kolde nætter. Den vokser bedst varmt og lyst, enten i drivhus, på en lun terrasse eller på en solrig plads, når sommeren er stabil.

I dansk klima er det ofte temperaturen, ikke kalenderen, der afgør, hvornår planten bør flytte ud.",ikke_vurderet,OK,,,,content/guides/basilikum.md,14,nej
GED-0197,Guides (redaktionelt),/guides/basilikum,Sektion: Så i varme og giv meget lys,guide,"Basilikum kan dyrkes fra frø. Efter spiring skal småplanterne stå lyst, så de bliver kompakte frem for lange og svage.

Så ikke hele sommerens behov på én gang. Et ekstra hold senere på foråret kan overtage, hvis de første planter bliver trætte eller går tidligt i blomst.",ikke_vurderet,OK,,,,content/guides/basilikum.md,20,nej
GED-0198,Guides (redaktionelt),/guides/basilikum,Sektion: Knib for en tættere plante,guide,"Når planten har flere bladpar, kan topskuddet knibes lige over et bladpar. Det får sideskud til at udvikle sig og giver en mere forgrenet plante med flere høstpunkter.

Gentag på nye skud gennem sommeren, men lad altid planten beholde nok blade til at vokse videre.",ikke_vurderet,OK,,,,content/guides/basilikum.md,26,nej
GED-0199,Guides (redaktionelt),/guides/basilikum,Sektion: Høst før blomstring tager over,guide,"Pluk hele skudspidser frem for kun enkelte blade. Det kombinerer høst og knibning og holder planten busket.

Fjern blomsterknopper, hvis målet er længst mulig bladhøst. Når planten bruger meget energi på blomstring, falder produktionen af nye, bløde blade.",ikke_vurderet,OK,,,,content/guides/basilikum.md,32,nej
GED-0200,Guides (redaktionelt),/guides/basilikum,Sektion: Vand jævnt uden at drukne rødderne,guide,"Basilikum vil ikke tørre helt ud, men den bryder sig heller ikke om konstant våd jord. Vand ved jorden og lad overskydende vand kunne løbe væk.

Krukker er praktiske, fordi planten kan flyttes efter vejret, men de kræver hyppigere kontrol af fugten.",ikke_vurderet,OK,,,,content/guides/basilikum.md,38,nej
GED-0201,Guides (redaktionelt),/guides/basilikum,Sektion: Basilikum er ikke kun én type,guide,"Sød basilikum, Genovese-typer og thai-basilikum har forskellige aromaer, bladformer og anvendelser, men de deler det grundlæggende behov for varme og lys.

Sortsguider skal derfor forklare smag, vækstform og særlige forskelle uden at gentage den fælles dyrkning.",ikke_vurderet,OK,,,,content/guides/basilikum.md,44,nej
GED-0202,Guides (redaktionelt),/guides/basilikum,Sektion: Typiske problemer,guide,"Snegle, bladlus og svampesygdomme kan give problemer. Tætte planter med fugtige blade og dårlig luftcirkulation er særligt udsatte.

Undgå at lade mange små supermarkedsplanter stå permanent presset sammen i én potte. Del dem hellere forsigtigt og giv dem mere plads.",ikke_vurderet,OK,,,,content/guides/basilikum.md,50,nej
GED-0203,Guides (redaktionelt),/guides/beskaering-af-agurker,Frontmatter: summary (guidekort/hero),guide,"Styr agurkens hovedskud og sideskud efter, om planten vokser lodret i drivhus eller breder sig på friland.",ikke_vurderet,OK,,,,content/guides/beskaering-af-agurker.md,6,nej
GED-0204,Guides (redaktionelt),/guides/beskaering-af-agurker,Sektion: Vælg efter dyrkningsformen,guide,"Beskær ikke alle agurker efter samme skema. En drivhusagurk, der vokser lodret på snor, styres anderledes end en frilandsagurk, der breder sig hen over jorden eller et net.

Læs frøposens råd først. Sorter kan danne blomster og frugter forskelligt, og nogle moderne drivhussorter kræver mindre indgreb end ældre dyrkningssystemer.",ikke_vurderet,OK,,,,content/guides/beskaering-af-agurker.md,13,nej
GED-0205,Guides (redaktionelt),/guides/beskaering-af-agurker,Sektion: Bevar hovedskuddet i drivhuset,guide,"Led drivhusagurkens hovedskud op ad snoren eller støtten. Fjern ikke toppen, før planten har nået den højde, du vil bruge, typisk toppen af støtten.

Når hovedskuddet når toppen, kan du knibe vækstspidsen af, så planten ikke fortsætter ind i tag og naboplanter.",ikke_vurderet,OK,,,,content/guides/beskaering-af-agurker.md,19,nej
GED-0206,Guides (redaktionelt),/guides/beskaering-af-agurker,Sektion: Forkort sideskud med omtanke,guide,"På en lodret dyrket drivhusagurk kan du forkorte sideskud efter frugtsætningen. Et almindeligt princip er at lade blade sidde efter en frugt og fjerne resten af skudspidsen, men følg sortens anvisning, fordi anbefalingen varierer.

Fjern ikke store mængder løv på én gang. Bladene forsyner frugterne, og planten kan gå i stå, hvis du gør den for bar.",ikke_vurderet,OK,,,,content/guides/beskaering-af-agurker.md,25,nej
GED-0207,Guides (redaktionelt),/guides/beskaering-af-agurker,Sektion: Top frilandsagurken senere,guide,"Frilandsagurker må gerne forgrene sig. Når planten har dannet flere rigtige blade, kan du knibe hovedskuddets spids for at fremme sideskud, hvis sortens dyrkningsvejledning anbefaler det.

Lad ellers planten brede sig, og fjern kun syge, knækkede eller stærkt sammenfiltrede skud.

:::next-guide
slug: agurk
title: Lær agurken at kende
description: Se forskellen på drivhus- og frilandsagurker og få hele dyrkningsforløbet.
label: Læs artsguiden
:::",ikke_vurderet,OK,,,,content/guides/beskaering-af-agurker.md,31,nej
GED-0208,Guides (redaktionelt),/guides/beskaering-af-chili-og-peberfrugt,Frontmatter: summary (guidekort/hero),guide,"Beskær kun chili og peberfrugt, når planten har et konkret problem. Automatisk topning kan forsinke den første høst.",ikke_vurderet,OK,,,,content/guides/beskaering-af-chili-og-peberfrugt.md,6,nej
GED-0209,Guides (redaktionelt),/guides/beskaering-af-chili-og-peberfrugt,Sektion: Lad en sund plante vokse,guide,"En sund chili- eller peberfrugtplante behøver normalt ikke løbende beskæring. Fjern ikke toppen som standard ved udplantning. Når du topper planten, fjerner du samtidig vækst og ofte de første blomsteranlæg, så den første høst kan komme senere.

Vælg i stedet en kompakt, kraftig plante og giv den lys, varme, jævn vanding og støtte, hvis frugterne gør grenene tunge.",ikke_vurderet,OK,,,,content/guides/beskaering-af-chili-og-peberfrugt.md,13,nej
GED-0210,Guides (redaktionelt),/guides/beskaering-af-chili-og-peberfrugt,Sektion: Fjern beskadiget vækst,guide,"Klip knækkede, døde eller tydeligt syge skud tilbage til sundt væv med en ren saks. Fjern også blade, der ligger konstant mod våd jord, hvis de giver et konkret fugtproblem.

Klip ikke raske blade væk for at gøre planten pænere. Planten bruger dem til at opbygge energi og modne frugter.",ikke_vurderet,OK,,,,content/guides/beskaering-af-chili-og-peberfrugt.md,19,nej
GED-0211,Guides (redaktionelt),/guides/beskaering-af-chili-og-peberfrugt,Sektion: Tynd kun en meget tæt plante,guide,"Hvis planten bliver så tæt, at blade og grene står presset sammen uden luft, kan du fjerne enkelte svage skud inde i planten. Start med skud, der krydser, er beskadigede eller vokser ind mod centrum.

Fjern få ad gangen. Målet er at åbne planten lidt, ikke at forme den som en tomatplante.",ikke_vurderet,OK,,,,content/guides/beskaering-af-chili-og-peberfrugt.md,25,nej
GED-0212,Guides (redaktionelt),/guides/beskaering-af-chili-og-peberfrugt,Sektion: Top kun med et tydeligt mål,guide,"Topning kan få nogle planter til at forgrene sig, men resultatet afhænger af sort, vækstforhold og tidspunkt. I en kort dansk sæson kan forsinkelsen koste modne frugter.

Top derfor kun, hvis du bevidst prioriterer en mere forgrenet plante frem for tidlig høst, og gør det mens planten stadig har god tid til at vokse videre.

:::related-guides
#### Chili
slug: chili
Se varmebehov, vækst og høst for chili.

#### Peberfrugt
slug: peberfrugt
Se dyrkningsfundamentet for søde peberfrugter.
:::",ikke_vurderet,OK,,,,content/guides/beskaering-af-chili-og-peberfrugt.md,31,nej
GED-0213,Guides (redaktionelt),/guides/bispehue,Frontmatter: summary (guidekort/hero),guide,"Langlivet bunddække til skygge og tør halvskygge, med lette forårsblomster og dekorative blade under træer og buske.",ikke_vurderet,OK,,,,content/guides/bispehue.md,7,nej
GED-0214,Guides (redaktionelt),/guides/bispehue,Sektion: Et stabilt bunddække under træer,guide,"Bispehue danner tætte tæpper af hjerteformede blade og fine blomster på tynde stængler om foråret. Mange arter får bronzefarvet ungt løv eller efterårsfarve.

Planten er særlig værdifuld i skygge, hvor rødder fra træer og buske konkurrerer om vandet.",ikke_vurderet,OK,,,,content/guides/bispehue.md,14,nej
GED-0215,Guides (redaktionelt),/guides/bispehue,Sektion: Halvskygge og skygge passer bedst,guide,"Bispehue trives i lys til moderat skygge. Nogle arter tåler tør skygge bedre end de fleste stauder, mens andre foretrækker mere fugtig skovbund.

Vælg derfor art og sort efter jordens fugt, ikke kun efter skyggen.",ikke_vurderet,OK,,,,content/guides/bispehue.md,20,nej
GED-0216,Guides (redaktionelt),/guides/bispehue,Sektion: Forbedr jorden ved plantning,guide,"Bland kompost eller bladmuld i jorden og vand grundigt, indtil planten er etableret. Selv tørketålende bispehue kræver hjælp i starten.

Når planten har dannet et godt rodsystem, bliver den langt mere selvhjulpen.",ikke_vurderet,OK,,,,content/guides/bispehue.md,26,nej
GED-0217,Guides (redaktionelt),/guides/bispehue,"Sektion: Plant som flade, ikke som enkeltprikker",guide,"Bispehue fungerer bedst i gentagelser eller større grupper. Den spreder sig langsomt til moderat med jordstængler og dækker gradvist jorden.

Giv den tid. Ikke alle planter arbejder efter menneskets kvartalsrapportering.",ikke_vurderet,OK,,,,content/guides/bispehue.md,32,nej
GED-0218,Guides (redaktionelt),/guides/bispehue,Sektion: Klip gammelt løv før blomstring,guide,"Hos stedsegrønne og halvstedsegrønne typer kan det gamle løv klippes væk sent på vinteren, før blomsterne og de nye blade kommer frem.

Klip ikke for sent, da de fine blomsterstængler let beskadiges.",ikke_vurderet,OK,,,,content/guides/bispehue.md,38,nej
GED-0219,Guides (redaktionelt),/guides/bispehue,Sektion: Vand i længere tørke,guide,"Etablerede planter tåler en del tørke, men blomstring og løv bliver bedre med vand i længere tørre perioder.

Et lag bladmuld hjælper med at holde rødderne kølige og fugtige.",ikke_vurderet,OK,,,,content/guides/bispehue.md,44,nej
GED-0220,Guides (redaktionelt),/guides/bispehue,Sektion: Del eller flyt i foråret,guide,"Bispehue kan deles i foråret efter blomstring eller tidligt efterår. Tag stykker med sunde jordstængler og flere skud.

Hold delingerne fugtige gennem etableringen.",ikke_vurderet,OK,,,,content/guides/bispehue.md,50,nej
GED-0221,Guides (redaktionelt),/guides/bispehue,Sektion: Sorten afgør vækstkraften,guide,"Sortsguiden bør beskrive højde, blomsterfarve, bladets vinterholdbarhed, efterårsfarve, spredningshastighed og tolerance for tør jord.

Nogle typer er rolige samlerplanter, mens andre er reelle bunddækkere. Det er forskellen mellem en juvel og en arbejdsstyrke.",ikke_vurderet,OK,,,,content/guides/bispehue.md,56,nej
GED-0222,Guides (redaktionelt),/guides/blaabaer,Frontmatter: summary (guidekort/hero),guide,"Syreelskende frugtbusk, der kræver lav jord-pH og trives bedst i sur jord eller en stor krukke med surbundssubstrat.",ikke_vurderet,OK,,,,content/guides/blaabaer.md,7,nej
GED-0223,Guides (redaktionelt),/guides/blaabaer,Sektion: Blåbær kræver sur jord,guide,Det vigtigste ved blåbær er jordens surhedsgrad. Planten trives i sur jord og mistrives i kalkrig jord.,ikke_vurderet,OK,,,,content/guides/blaabaer.md,14,nej
GED-0224,Guides (redaktionelt),/guides/blaabaer,Sektion: Test før du planter,guide,"Test jordens pH. Hvis jorden ikke er sur nok, er en stor krukke eller et særligt surbundsbed sikrere end et lille ændret plantehul.",ikke_vurderet,OK,,,,content/guides/blaabaer.md,18,nej
GED-0225,Guides (redaktionelt),/guides/blaabaer,Sektion: Regnvand er nyttigt,guide,"Hvor postevandet er hårdt, er regnvand bedre til krukkeplanter. Hold samtidig substratet jævnt fugtigt.",ikke_vurderet,OK,,,,content/guides/blaabaer.md,22,nej
GED-0226,Guides (redaktionelt),/guides/blaabaer,Sektion: Flere sorter kan give bedre høst,guide,"Mange blåbær kan sætte frugt alene, men krydsbestøvning mellem kompatible sorter kan øge høsten.",ikke_vurderet,OK,,,,content/guides/blaabaer.md,26,nej
GED-0227,Guides (redaktionelt),/guides/blaabaer,Sektion: Beskær først rigtigt senere,guide,Unge planter behøver kun let oprydning. På ældre buske fjernes gradvist nogle af de ældste grene ved basis.,ikke_vurderet,OK,,,,content/guides/blaabaer.md,30,nej
GED-0228,Guides (redaktionelt),/guides/blaabaer,Sektion: Vent på fuld modenhed,guide,"Bærrene kan være blå, før de smager fuldmodent. Lad dem sidde, til de slipper let og smagen er udviklet.",ikke_vurderet,OK,,,,content/guides/blaabaer.md,34,nej
GED-0229,Guides (redaktionelt),/guides/blaabaer,Sektion: Beskyt mod fugle,guide,"Når bærrene farver, kan fugle tage en stor del af høsten. Net eller frugtbur er ofte nødvendigt.",ikke_vurderet,OK,,,,content/guides/blaabaer.md,38,nej
GED-0230,Guides (redaktionelt),/guides/blaabaer,Sektion: Sorten bestemmer størrelse og sæson,guide,"Buskstørrelse, høsttid og bærstørrelse varierer markant.",ikke_vurderet,OK,,,,content/guides/blaabaer.md,42,nej
GED-0231,Guides (redaktionelt),/guides/blaaregn,Frontmatter: summary (guidekort/hero),guide,"Kraftig, træagtig klatreplante med lange blomsterklaser, som kræver solid støtte, sol og regelmæssig beskæring.",ikke_vurderet,OK,,,,content/guides/blaaregn.md,7,nej
GED-0232,Guides (redaktionelt),/guides/blaaregn,Sektion: En langsigtet konstruktion,guide,"Blåregn bliver tung, kraftig og meget gammel. Støtten skal være dimensioneret som en permanent del af bygningen eller pergolaen.",ikke_vurderet,OK,,,,content/guides/blaaregn.md,14,nej
GED-0233,Guides (redaktionelt),/guides/blaaregn,Sektion: Sol og varme fremmer blomstring,guide,Plant i fuld sol på en lun placering. For meget skygge giver ofte kraftig vækst uden tilsvarende blomstring.,ikke_vurderet,OK,,,,content/guides/blaaregn.md,18,nej
GED-0234,Guides (redaktionelt),/guides/blaaregn,Sektion: Jorden skal være dyb og veldrænet,guide,"Blåregn trives i næringsrig jord med jævn fugt, men tåler ikke vedvarende vandmætning.",ikke_vurderet,OK,,,,content/guides/blaaregn.md,22,nej
GED-0235,Guides (redaktionelt),/guides/blaaregn,Sektion: Led hovedgrenene fra begyndelsen,guide,Vælg få hovedskud og bind dem til stærke vandrette wirer eller en robust ramme.,ikke_vurderet,OK,,,,content/guides/blaaregn.md,26,nej
GED-0236,Guides (redaktionelt),/guides/blaaregn,Sektion: Beskær to gange om året,guide,"Sommerbeskæring begrænser lange sideskud, mens vinterbeskæring forkorter dem yderligere og fremmer blomsterknopper.",ikke_vurderet,OK,,,,content/guides/blaaregn.md,30,nej
GED-0237,Guides (redaktionelt),/guides/blaaregn,Sektion: Tålmodighed er en del af dyrkningen,guide,Frøformerede planter kan være længe om at blomstre. Podede eller stiklingeformerede navnesorter er mere forudsigelige.,ikke_vurderet,OK,,,,content/guides/blaaregn.md,34,nej
GED-0238,Guides (redaktionelt),/guides/blaaregn,Sektion: Alle dele bør behandles som giftige,guide,Frø og bælge kan være særligt problematiske ved indtagelse. Placér planten med omtanke omkring små børn og dyr.,ikke_vurderet,OK,,,,content/guides/blaaregn.md,38,nej
GED-0239,Guides (redaktionelt),/guides/blaaregn,Sektion: Sortsguiden skal vise blomsterklasens karakter,guide,"Angiv art, blomsterfarve, klaselængde, duft, blomstringstid, vækstkraft og forventet blomstringsalder.",auto-flagget,UKLAR_UX_COPY,"[UKLAR_UX_COPY] Imperativ rettet mod guide-forfatteren, ikke læseren (samme mønster i humle.md og azalea.md). Læseren kan ikke 'angive' noget. — citat: ""Angiv art, blomsterfarve, klaselængde, duft, blomstringstid, vækstkraft og forventet blomstringsalder.""","Omskriv til læserperspektiv: 'Tjek sortens art, blomsterfarve, klaselængde … før du køber.'",P2,content/guides/blaaregn.md,42,nej
GED-0240,Guides (redaktionelt),/guides/blaatop,Frontmatter: summary (guidekort/hero),guide,"Let, tueformet prydgræs med fine blade og høje transparente blomsterstængler, velegnet til sol eller let skygge og fugtigere jord.",ikke_vurderet,OK,,,,content/guides/blaatop.md,7,nej
GED-0241,Guides (redaktionelt),/guides/blaatop,"Sektion: En lav tue med høje, lette stængler",guide,"Blåtop danner en kompakt tue af forholdsvis lave blade, mens de fine blomsterstængler kan løfte sig langt højere. Det giver en transparent effekt, hvor man kan se andre planter gennem græsset.

Sorterne varierer meget i højden, men den lette karakter går igen.",ikke_vurderet,OK,,,,content/guides/blaatop.md,14,nej
GED-0242,Guides (redaktionelt),/guides/blaatop,Sektion: Mere fugt end mange andre prydgræsser,guide,"Molinia trives i fugtighedsbevarende, men veldrænet jord og er et oplagt valg, hvor tørketålende middelhavsgræsser ville mistrives.

Den tåler både fuld sol og let skygge og foretrækker neutral til sur jord.",ikke_vurderet,OK,,,,content/guides/blaatop.md,20,nej
GED-0243,Guides (redaktionelt),/guides/blaatop,Sektion: Lad efterårsfarven arbejde,guide,"Blade og blomsterstængler skifter ofte til gule, orange eller gyldne toner i efteråret. De tynde stængler kan blive stående langt ind i vinteren.

Placér planten, hvor lav efterårssol kan ramme stænglerne bagfra; det er omtrent gratis havearkitektur.",ikke_vurderet,OK,,,,content/guides/blaatop.md,26,nej
GED-0244,Guides (redaktionelt),/guides/blaatop,Sektion: Ingen grund til at opbinde normalt,guide,"De lange blomsterstængler virker spinkle, men er bygget til at stå over tuen. På meget udsatte steder kan vinterstorme lægge dem ned, men almindelig opbinding er ikke en del af normal dyrkning.

Vælg i stedet en sort med passende højde til stedet.",ikke_vurderet,OK,,,,content/guides/blaatop.md,32,nej
GED-0245,Guides (redaktionelt),/guides/blaatop,Sektion: Skær ned før forårets nye vækst,guide,"Fjern de tørre blade og gamle blomsterstængler i sen vinter eller tidligt forår. Klip tæt over kronen uden at beskadige nye skud.

Den gamle top kan blive stående så længe, den stadig ser godt ud.",ikke_vurderet,OK,,,,content/guides/blaatop.md,38,nej
GED-0246,Guides (redaktionelt),/guides/blaatop,Sektion: Del om foråret,guide,"Store, gamle tuer kan deles om foråret. Det forynger planten og er den bedste måde at formere navngivne sorter på.

Genplant i fugtighedsbevarende jord og vand gennem etableringen.",ikke_vurderet,OK,,,,content/guides/blaatop.md,44,nej
GED-0247,Guides (redaktionelt),/guides/blaatop,Sektion: Brug den mellem stauder,guide,"Blåtop fungerer bedst, når de transparente blomsterstængler får lov at blande sig med stauder og andre græsser. Den er mindre egnet som massiv skærm end Miscanthus.

Tænk på den som et slør, ikke en mur.",ikke_vurderet,OK,,,,content/guides/blaatop.md,50,nej
GED-0248,Guides (redaktionelt),/guides/blaatop,Sektion: Typiske problemer,guide,"Arten er generelt robust og sygdomsfri. Meget tør jord er et mere sandsynligt problem end skadedyr.

Hvis planten står svagt, så kontrollér først jordfugtighed, konkurrence og lysforhold.",ikke_vurderet,OK,,,,content/guides/blaatop.md,56,nej
GED-0249,Guides (redaktionelt),/guides/bladbede,Frontmatter: summary (guidekort/hero),guide,"Robust bladgrøntsag med lang høstsæson, hvor både blade og sprøde stilke kan plukkes igen og igen.",ikke_vurderet,OK,,,,content/guides/bladbede.md,7,nej
GED-0250,Guides (redaktionelt),/guides/bladbede,Frontmatter: quickFacts.soil,dyrkningsfakta,"Næringsrig, fugtighedsbevarende og veldrænet jord",ikke_vurderet,OK,,,,content/guides/bladbede.md,15,nej
GED-0251,Guides (redaktionelt),/guides/bladbede,Frontmatter: quickFacts.plantSpacing,dyrkningsfakta,"Ca. 30 cm til fulde planter; tættere til babyblade",ikke_vurderet,OK,,,,content/guides/bladbede.md,16,nej
GED-0252,Guides (redaktionelt),/guides/bladbede,Frontmatter: quickFacts.rowSpacing,dyrkningsfakta,Ca. 45 cm,ikke_vurderet,OK,,,,content/guides/bladbede.md,17,nej
GED-0253,Guides (redaktionelt),/guides/bladbede,Frontmatter: quickFacts.growthType,dyrkningsfakta,kraftig bladroset med brede bladstilke,ikke_vurderet,OK,,,,content/guides/bladbede.md,20,nej
GED-0254,Guides (redaktionelt),/guides/bladbede,Frontmatter: quickFacts.primaryUse,dyrkningsfakta,Blade og bladstilke til løbende høst,ikke_vurderet,OK,,,,content/guides/bladbede.md,21,nej
GED-0255,Guides (redaktionelt),/guides/bladbede,Sektion: En bladplante med lang levetid,guide,"Bladbede er nært beslægtet med rødbede, men dyrkes for bladene og de kraftige bladstilke. Planten er robust og kan give høst gennem en stor del af sæsonen.

Farven sidder især i stilke og bladnerver. Sorter spænder fra hvide og grønne til gule, orange og røde stilke.",ikke_vurderet,OK,,,,content/guides/bladbede.md,26,nej
GED-0256,Guides (redaktionelt),/guides/bladbede,Sektion: Så direkte eller start i moduler,guide,"Frøene er store og nemme at håndtere. Du kan så direkte fra forår til midsommer eller starte planterne i moduler for en tidligere og mere kontrolleret begyndelse.

Til fuldvoksne planter tyndes eller udplantes der med god afstand. Til babyblade kan de dyrkes langt tættere.",ikke_vurderet,OK,,,,content/guides/bladbede.md,32,nej
GED-0257,Guides (redaktionelt),/guides/bladbede,Sektion: To såninger kan dække en lang sæson,guide,"Et forårshold giver blade gennem sommer og efterår. Et nyt hold omkring midsommer kan stå videre og levere tidlige blade igen, når væksten tager fart efter vinteren.

Til små salatblade kan du i stedet så små hold løbende.",ikke_vurderet,OK,,,,content/guides/bladbede.md,38,nej
